cost_record_id,facility_id,facility_name,building_id,building_name,timestamp,occupancy,electricity_kwh,hvac_kwh,lighting_kwh,water_liters,electricity_cost,water_cost,maintenance_cost,security_cost,operational_cost,total_cost,expected_cost,cost_variance,cost_variance_percent,potential_savings,cost_per_occupant,inefficiency_type,cost_status,savings_priority,is_cost_inefficiency
COST-001200,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 15:00:00,85,612.74,308.06,100.7,172.85,5208.28,9.51,328.06,162.01,277.02,5984.87,5422.62,562.25,10.37,562.25,70.41,NONE,WARNING,HIGH,0
COST-001201,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 16:00:00,92,523.65,228.18,88.62,213.27,4451.03,11.73,321.14,179.97,247.28,5211.15,5422.62,-211.47,-3.9,0.0,56.64,NONE,NORMAL,NORMAL,0
COST-001202,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 17:00:00,34,366.07,185.77,65.32,108.93,3111.57,5.99,312.23,197.1,274.13,3901.02,4020.08,-119.06,-2.96,0.0,114.74,NONE,NORMAL,NORMAL,0
COST-001203,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 18:00:00,15,457.49,175.61,66.06,87.16,3888.64,4.79,411.55,193.82,269.03,4767.83,4020.08,747.76,18.6,1214.39,317.86,LOW_OCCUPANCY_HIGH_ENERGY,HIGH,CRITICAL,1
COST-001204,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 19:00:00,34,378.32,162.35,68.63,105.25,3215.71,5.79,350.5,168.36,228.99,3969.35,4020.08,-50.73,-1.26,0.0,116.75,NONE,NORMAL,NORMAL,0
COST-001205,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 20:00:00,36,419.84,184.24,79.76,114.8,3568.65,6.31,425.72,186.7,255.32,4442.7,4020.08,422.62,10.51,422.62,123.41,NONE,WARNING,MEDIUM,0
COST-001206,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 21:00:00,14,282.35,130.49,50.63,70.63,2399.96,3.88,440.88,172.0,235.66,3252.38,3019.33,233.05,7.72,233.05,232.31,NONE,WARNING,MEDIUM,0
COST-001207,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 22:00:00,12,243.42,108.18,34.6,72.38,2069.05,3.98,326.04,186.62,222.54,2808.24,3019.33,-211.09,-6.99,0.0,234.02,NONE,NORMAL,NORMAL,0
COST-001208,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 23:00:00,10,250.29,102.76,44.89,79.54,2127.43,4.37,309.27,167.68,231.7,2840.46,3019.33,-178.86,-5.92,0.0,284.05,NONE,NORMAL,NORMAL,0
COST-001209,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 00:00:00,8,214.42,106.17,36.08,79.24,1822.55,4.36,339.61,186.45,289.11,2642.08,2619.54,22.54,0.86,22.54,330.26,NONE,NORMAL,LOW,0
COST-001210,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 01:00:00,2,277.11,102.59,35.9,66.74,2355.44,3.67,343.99,167.11,221.29,3091.49,2619.54,471.95,18.02,754.6,1545.75,LOW_OCCUPANCY_HIGH_ENERGY,HIGH,HIGH,1
COST-001211,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 02:00:00,6,212.68,95.07,36.42,64.49,1807.76,3.55,445.55,165.62,233.14,2655.62,2619.54,36.08,1.38,36.08,442.6,NONE,NORMAL,LOW,0
COST-001212,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 03:00:00,7,205.85,105.52,31.33,72.98,1749.72,4.01,314.5,170.72,281.35,2520.31,2619.54,-99.23,-3.79,0.0,360.04,NONE,NORMAL,NORMAL,0
COST-001213,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 04:00:00,8,212.28,95.83,40.52,71.0,1804.34,3.91,352.17,193.89,287.11,2641.42,2619.54,21.88,0.84,21.88,330.18,NONE,NORMAL,LOW,0
COST-001214,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 05:00:00,7,219.45,89.69,41.38,62.01,1865.3,3.41,313.11,176.41,266.0,2624.23,2619.54,4.69,0.18,4.69,374.89,NONE,NORMAL,LOW,0
COST-001215,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 06:00:00,39,350.17,171.55,59.38,99.61,2976.48,5.48,353.61,189.25,263.42,3788.24,3820.68,-32.44,-0.85,0.0,97.13,NONE,NORMAL,NORMAL,0
COST-001216,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 07:00:00,40,355.48,152.35,67.39,126.77,3021.55,6.97,333.67,184.45,248.9,3795.55,3820.68,-25.14,-0.66,0.0,94.89,NONE,NORMAL,NORMAL,0
COST-001217,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 08:00:00,42,381.99,186.1,52.21,118.96,3246.92,6.54,326.58,172.0,246.73,3998.77,3820.68,178.09,4.66,178.09,95.21,NONE,NORMAL,LOW,0
COST-001218,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 09:00:00,94,587.52,287.85,97.35,199.47,4993.94,10.97,368.49,166.46,265.03,5804.88,5422.62,382.27,7.05,382.27,61.75,NONE,WARNING,MEDIUM,0
COST-001219,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 10:00:00,112,577.98,295.74,92.47,182.41,4912.86,10.03,365.16,167.37,295.71,5751.13,5422.62,328.51,6.06,328.51,51.35,NONE,WARNING,MEDIUM,0
COST-001220,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 11:00:00,102,669.16,244.14,188.84,184.74,5687.89,10.16,386.13,174.48,236.72,6495.38,5422.62,1072.76,19.78,1313.54,63.68,EXCESS_LIGHTING,HIGH,CRITICAL,1
COST-001221,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 12:00:00,94,512.39,220.49,93.35,207.6,4355.34,11.42,414.37,193.04,247.93,5222.1,5422.62,-200.51,-3.7,0.0,55.55,NONE,NORMAL,NORMAL,0
COST-001222,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 13:00:00,100,567.61,230.44,87.7,184.17,4824.7,10.13,306.78,166.06,254.64,5562.32,5422.62,139.7,2.58,139.7,55.62,NONE,NORMAL,LOW,0
COST-001223,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 14:00:00,84,578.54,290.4,92.93,197.49,4917.59,10.86,354.63,189.11,254.12,5726.3,5422.62,303.69,5.6,303.69,68.17,NONE,WARNING,MEDIUM,0
COST-001224,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 15:00:00,97,574.13,240.28,88.07,180.2,4880.14,9.91,336.64,182.85,266.14,5675.68,5422.62,253.06,4.67,253.06,58.51,NONE,NORMAL,MEDIUM,0
COST-001225,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 16:00:00,100,517.7,246.32,78.82,195.24,4400.43,10.74,337.14,163.28,283.75,5195.35,5422.62,-227.27,-4.19,0.0,51.95,NONE,NORMAL,NORMAL,0
COST-001226,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 17:00:00,36,354.24,166.67,57.26,112.61,3011.07,6.19,334.01,178.31,233.19,3762.78,4020.08,-257.3,-6.4,0.0,104.52,NONE,NORMAL,NORMAL,0
COST-001227,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 18:00:00,41,404.98,182.56,78.82,104.61,3442.31,5.75,420.74,192.19,266.53,4327.52,4020.08,307.44,7.65,307.44,105.55,NONE,WARNING,MEDIUM,0
COST-001228,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 19:00:00,33,391.44,168.16,72.89,109.37,3327.26,6.02,359.39,162.05,255.83,4110.55,4020.08,90.47,2.25,90.47,124.56,NONE,NORMAL,LOW,0
COST-001229,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 20:00:00,35,367.99,150.52,56.79,120.24,3127.92,6.61,366.61,176.11,261.04,3938.3,4020.08,-81.78,-2.03,0.0,112.52,NONE,NORMAL,NORMAL,0
COST-001230,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 21:00:00,11,262.71,131.78,43.69,82.06,2233.05,4.51,368.53,191.63,293.06,3090.78,3019.33,71.46,2.37,71.46,280.98,NONE,NORMAL,LOW,0
COST-001231,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 22:00:00,12,267.11,108.74,51.67,70.55,2270.46,3.88,448.37,192.67,292.23,3207.61,3019.33,188.28,6.24,188.28,267.3,NONE,WARNING,LOW,0
COST-001232,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-12 23:00:00,10,257.22,131.41,50.89,81.23,2186.34,4.47,328.95,185.71,297.08,3002.56,3019.33,-16.76,-0.56,0.0,300.26,NONE,NORMAL,NORMAL,0
COST-001233,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 00:00:00,8,225.26,97.26,39.08,75.14,1914.7,4.13,321.71,162.18,273.87,2676.6,2619.54,57.06,2.18,57.06,334.58,NONE,NORMAL,LOW,0
COST-001234,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 01:00:00,7,182.5,76.7,29.69,72.09,1551.27,3.96,353.22,175.65,257.32,2341.42,2619.54,-278.12,-10.62,0.0,334.49,NONE,NORMAL,NORMAL,0
COST-001235,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 02:00:00,6,208.1,104.47,32.23,65.42,1768.84,3.6,312.61,163.18,268.2,2516.44,2619.54,-103.1,-3.94,0.0,419.41,NONE,NORMAL,NORMAL,0
COST-001236,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 03:00:00,7,219.96,108.1,29.2,81.58,1869.63,4.49,316.77,186.26,231.4,2608.56,2619.54,-10.98,-0.42,0.0,372.65,NONE,NORMAL,NORMAL,0
COST-001237,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 04:00:00,7,227.0,93.04,39.31,62.48,1929.51,3.44,303.58,186.97,246.17,2669.67,2619.54,50.13,1.91,50.13,381.38,NONE,NORMAL,LOW,0
COST-001238,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 05:00:00,8,219.69,95.77,43.79,69.38,1867.37,3.82,339.0,177.72,278.76,2666.66,2619.54,47.12,1.8,47.12,333.33,NONE,NORMAL,LOW,0
COST-001239,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 06:00:00,39,350.23,147.18,64.93,125.42,2976.95,6.9,429.07,196.59,224.19,3833.69,3820.68,13.01,0.34,13.01,98.3,NONE,NORMAL,LOW,0
COST-001240,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 07:00:00,50,363.36,186.55,63.68,128.02,3088.54,7.04,412.57,185.25,297.89,3991.28,3820.68,170.6,4.47,170.6,79.83,NONE,NORMAL,LOW,0
COST-001241,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 08:00:00,44,319.39,157.66,49.1,125.15,2714.79,6.88,396.86,194.01,237.37,3549.92,3820.68,-270.77,-7.09,0.0,80.68,NONE,NORMAL,NORMAL,0
COST-001242,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 09:00:00,92,434.25,223.43,62.71,186.12,3691.12,10.24,348.94,172.4,257.55,4480.25,5422.62,-942.37,-17.38,0.0,48.7,NONE,NORMAL,NORMAL,0
COST-001243,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 10:00:00,87,472.31,226.87,61.97,190.37,4014.64,10.47,359.11,178.63,221.97,4784.82,5422.62,-637.8,-11.76,0.0,55.0,NONE,NORMAL,NORMAL,0
COST-001244,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 11:00:00,95,506.22,257.58,97.49,153.77,4302.88,8.46,436.23,162.3,271.03,5180.9,5422.62,-241.72,-4.46,0.0,54.54,NONE,NORMAL,NORMAL,0
COST-001245,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 12:00:00,93,530.06,248.81,94.9,182.27,4505.51,10.02,321.84,165.29,234.9,5237.57,5422.62,-185.05,-3.41,0.0,56.32,NONE,NORMAL,NORMAL,0
COST-001246,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 13:00:00,96,574.82,258.13,102.6,196.29,4885.94,10.8,449.56,174.6,286.98,5807.88,5422.62,385.26,7.1,385.26,60.5,NONE,WARNING,MEDIUM,0
COST-001247,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 14:00:00,96,519.4,215.25,67.73,186.36,4414.9,10.25,446.8,179.88,251.7,5303.53,5422.62,-119.08,-2.2,0.0,55.25,NONE,NORMAL,NORMAL,0
COST-001248,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 15:00:00,97,596.13,272.6,110.18,187.22,5067.13,10.3,340.5,173.75,227.07,5818.75,5422.62,396.13,7.31,396.13,59.99,NONE,WARNING,MEDIUM,0
COST-001249,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 16:00:00,83,540.17,268.67,86.12,170.25,4591.41,9.36,433.72,193.12,275.08,5502.69,5422.62,80.07,1.48,80.07,66.3,NONE,NORMAL,LOW,0
COST-001250,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 17:00:00,38,366.43,157.99,61.78,112.45,3114.66,6.18,304.79,191.66,289.55,3906.84,4020.08,-113.24,-2.82,0.0,102.81,NONE,NORMAL,NORMAL,0
COST-001251,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 18:00:00,39,427.0,220.03,59.1,105.24,3629.48,5.79,390.93,188.54,221.29,4436.02,4020.08,415.94,10.35,415.94,113.74,NONE,WARNING,MEDIUM,0
COST-001252,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 19:00:00,39,383.06,177.72,66.89,95.65,3255.99,5.26,384.13,168.83,235.58,4049.78,4020.08,29.71,0.74,29.71,103.84,NONE,NORMAL,LOW,0
COST-001253,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 20:00:00,44,395.19,163.79,54.77,95.89,3359.14,5.27,362.99,168.43,221.1,4116.93,4020.08,96.86,2.41,96.86,93.57,NONE,NORMAL,LOW,0
COST-001254,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 21:00:00,11,266.7,128.78,44.87,78.51,2266.99,4.32,443.88,185.96,241.68,3142.83,3019.33,123.5,4.09,123.5,285.71,NONE,NORMAL,LOW,0
COST-001255,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 22:00:00,9,295.06,137.72,49.05,76.41,2508.0,4.2,311.93,177.28,222.22,3223.62,3019.33,204.3,6.77,204.3,358.18,NONE,WARNING,MEDIUM,0
COST-001256,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-13 23:00:00,12,239.47,106.58,47.55,65.52,2035.52,3.6,342.5,166.66,260.86,2809.14,3019.33,-210.19,-6.96,0.0,234.09,NONE,NORMAL,NORMAL,0
COST-001257,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 00:00:00,7,195.78,81.96,33.35,62.58,1664.09,3.44,373.15,182.43,282.71,2505.83,2619.54,-113.71,-4.34,0.0,357.98,NONE,NORMAL,NORMAL,0
COST-001258,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 01:00:00,5,181.87,74.62,32.94,73.55,1545.94,4.05,449.07,195.36,283.2,2477.61,2619.54,-141.93,-5.42,0.0,495.52,NONE,NORMAL,NORMAL,0
COST-001259,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 02:00:00,8,220.61,99.68,37.86,61.58,1875.2,3.39,371.03,169.64,236.75,2656.01,2619.54,36.47,1.39,36.47,332.0,NONE,NORMAL,LOW,0
COST-001260,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 03:00:00,6,217.68,101.33,34.41,73.55,1850.26,4.05,311.08,178.38,283.05,2626.81,2619.54,7.28,0.28,7.28,437.8,NONE,NORMAL,LOW,0
COST-001261,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 04:00:00,6,189.68,76.23,30.74,69.23,1612.27,3.81,429.41,182.94,246.23,2474.66,2619.54,-144.88,-5.53,0.0,412.44,NONE,NORMAL,NORMAL,0
COST-001262,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 05:00:00,7,239.72,98.59,41.59,69.75,2037.64,3.84,347.63,184.56,285.06,2858.73,2619.54,239.19,9.13,239.19,408.39,NONE,WARNING,MEDIUM,0
COST-001263,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 06:00:00,50,354.93,155.22,53.74,128.55,3016.9,7.07,336.4,178.86,240.54,3779.76,3820.68,-40.92,-1.07,0.0,75.6,NONE,NORMAL,NORMAL,0
COST-001264,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 07:00:00,47,348.23,154.92,51.86,109.97,2959.92,6.05,356.89,197.6,282.07,3802.54,3820.68,-18.15,-0.48,0.0,80.91,NONE,NORMAL,NORMAL,0
COST-001265,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 08:00:00,46,359.48,158.53,58.42,114.2,3055.59,6.28,427.67,197.3,246.29,3933.14,3820.68,112.45,2.94,112.45,85.5,NONE,NORMAL,LOW,0
COST-001266,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 09:00:00,99,512.65,263.79,78.6,171.16,4357.54,9.41,363.44,176.26,236.08,5142.74,5422.62,-279.88,-5.16,0.0,51.95,NONE,NORMAL,NORMAL,0
COST-001267,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 10:00:00,106,545.24,221.33,104.82,205.03,4634.57,11.28,347.2,176.95,283.34,5453.33,5422.62,30.71,0.57,30.71,51.45,NONE,NORMAL,LOW,0
COST-001268,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 11:00:00,109,529.29,212.96,95.99,159.65,4498.99,8.78,381.83,166.13,298.35,5354.09,5422.62,-68.53,-1.26,0.0,49.12,NONE,NORMAL,NORMAL,0
COST-001269,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 12:00:00,104,486.86,228.7,90.05,203.72,4138.33,11.2,364.57,186.22,282.17,4982.49,5422.62,-440.12,-8.12,0.0,47.91,NONE,NORMAL,NORMAL,0
COST-001270,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 13:00:00,87,566.92,246.17,109.44,192.89,4818.86,10.61,402.12,181.71,259.58,5672.88,5422.62,250.27,4.62,250.27,65.21,NONE,NORMAL,MEDIUM,0
COST-001271,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 14:00:00,95,465.9,195.41,72.61,190.9,3960.18,10.5,326.64,165.08,250.74,4713.14,5422.62,-709.47,-13.08,0.0,49.61,NONE,NORMAL,NORMAL,0
COST-001272,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 15:00:00,86,547.96,264.19,91.71,179.04,4657.66,9.85,337.73,179.63,251.49,5436.36,5422.62,13.74,0.25,13.74,63.21,NONE,NORMAL,LOW,0
COST-001273,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 16:00:00,97,512.2,235.32,76.45,211.6,4353.69,11.64,400.61,178.84,265.91,5210.68,5422.62,-211.93,-3.91,0.0,53.72,NONE,NORMAL,NORMAL,0
COST-001274,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 17:00:00,37,351.02,156.65,58.66,107.92,2983.66,5.94,443.89,189.98,232.86,3856.33,4020.08,-163.74,-4.07,0.0,104.23,NONE,NORMAL,NORMAL,0
COST-001275,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 18:00:00,41,403.06,208.93,67.13,113.05,3425.99,6.22,411.42,185.14,265.08,4293.85,4020.08,273.77,6.81,273.77,104.73,NONE,WARNING,MEDIUM,0
COST-001276,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 19:00:00,42,360.58,148.41,47.88,124.87,3064.94,6.87,393.01,164.84,243.38,3873.04,4020.08,-147.04,-3.66,0.0,92.22,NONE,NORMAL,NORMAL,0
COST-001277,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 20:00:00,40,327.0,141.73,44.7,107.31,2779.51,5.9,345.39,187.73,265.29,3583.82,4020.08,-436.26,-10.85,0.0,89.6,NONE,NORMAL,NORMAL,0
COST-001278,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 21:00:00,10,272.61,111.83,40.11,67.59,2317.21,3.72,390.54,164.5,224.72,3100.69,3019.33,81.37,2.69,81.37,310.07,NONE,NORMAL,LOW,0
COST-001279,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 22:00:00,11,261.91,133.81,43.31,70.73,2226.24,3.89,434.86,177.66,262.76,3105.41,3019.33,86.09,2.85,86.09,282.31,NONE,NORMAL,LOW,0
COST-001280,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-14 23:00:00,9,256.68,117.58,37.29,74.73,2181.82,4.11,386.86,175.68,288.34,3036.8,3019.33,17.47,0.58,17.47,337.42,NONE,NORMAL,LOW,0
COST-001281,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 00:00:00,8,224.99,94.07,43.16,66.23,1912.44,3.64,368.98,193.96,240.69,2719.72,2619.54,100.18,3.82,100.18,339.96,NONE,NORMAL,LOW,0
COST-001282,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 01:00:00,7,226.88,107.57,41.43,66.81,1928.44,3.67,410.73,170.19,298.01,2811.05,2619.54,191.51,7.31,191.51,401.58,NONE,WARNING,LOW,0
COST-001283,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 02:00:00,8,219.69,91.0,32.41,67.19,1867.39,3.7,413.22,165.91,279.66,2729.87,2619.54,110.33,4.21,110.33,341.23,NONE,NORMAL,LOW,0
COST-001284,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 03:00:00,6,221.43,101.23,29.56,73.35,1882.16,4.03,363.9,173.4,270.95,2694.44,2619.54,74.9,2.86,74.9,449.07,NONE,NORMAL,LOW,0
COST-001285,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 04:00:00,6,209.5,106.83,38.65,69.11,1780.78,3.8,429.0,184.07,234.45,2632.1,2619.54,12.56,0.48,12.56,438.68,NONE,NORMAL,LOW,0
COST-001286,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 05:00:00,7,237.25,98.34,34.52,69.2,2016.65,3.81,335.37,176.09,264.65,2796.57,2619.54,177.03,6.76,177.03,399.51,NONE,WARNING,LOW,0
COST-001287,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 06:00:00,43,353.19,180.73,60.01,117.57,3002.11,6.47,357.9,181.63,261.28,3809.39,3820.68,-11.3,-0.3,0.0,88.59,NONE,NORMAL,NORMAL,0
COST-001288,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 07:00:00,40,345.57,139.03,47.6,111.03,2937.32,6.11,427.81,190.87,277.69,3839.79,3820.68,19.11,0.5,19.11,95.99,NONE,NORMAL,LOW,0
COST-001289,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 08:00:00,45,379.03,182.08,66.98,95.83,3221.72,5.27,347.56,181.54,254.8,4010.9,3820.68,190.21,4.98,190.21,89.13,NONE,NORMAL,LOW,0
COST-001290,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 09:00:00,97,507.78,212.96,95.26,172.0,4316.16,9.46,395.09,191.54,247.75,5160.0,5422.62,-262.61,-4.84,0.0,53.2,NONE,NORMAL,NORMAL,0
COST-001291,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 10:00:00,89,519.54,253.49,89.87,181.85,4416.11,10.0,397.32,162.0,222.43,5207.87,5422.62,-214.75,-3.96,0.0,58.52,NONE,NORMAL,NORMAL,0
COST-001292,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 11:00:00,91,599.73,289.91,96.02,174.87,5097.68,9.62,381.19,197.17,233.67,5919.33,5422.62,496.71,9.16,496.71,65.05,NONE,WARNING,MEDIUM,0
COST-001293,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 12:00:00,92,635.83,269.17,116.04,176.92,5404.52,9.73,339.32,177.51,257.92,6189.0,5422.62,766.38,14.13,766.38,67.27,NONE,WARNING,HIGH,0
COST-001294,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 13:00:00,81,572.34,239.83,98.15,200.19,4864.88,11.01,318.85,179.02,279.53,5653.29,5422.62,230.68,4.25,230.68,69.79,NONE,NORMAL,MEDIUM,0
COST-001295,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 14:00:00,87,549.3,245.86,90.91,188.03,4669.05,10.34,365.01,184.1,237.65,5466.16,5422.62,43.54,0.8,43.54,62.83,NONE,NORMAL,LOW,0
COST-001296,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 15:00:00,96,569.32,295.98,86.69,181.74,4839.18,10.0,422.33,183.62,228.83,5683.95,5422.62,261.33,4.82,261.33,59.21,NONE,NORMAL,MEDIUM,0
COST-001297,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 16:00:00,84,612.15,285.75,88.72,190.77,5203.29,10.49,381.47,170.63,290.57,6056.45,5422.62,633.83,11.69,633.83,72.1,NONE,WARNING,HIGH,0
COST-001298,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 17:00:00,38,391.37,163.77,63.99,110.98,3326.65,6.1,376.78,190.89,273.29,4173.71,4020.08,153.63,3.82,153.63,109.83,NONE,NORMAL,LOW,0
COST-001299,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 18:00:00,36,353.48,155.77,59.95,104.75,3004.58,5.76,431.08,195.54,296.86,3933.82,4020.08,-86.26,-2.15,0.0,109.27,NONE,NORMAL,NORMAL,0
COST-001300,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 19:00:00,36,363.55,182.64,57.44,113.76,3090.2,6.26,382.73,191.83,254.19,3925.21,4020.08,-94.87,-2.36,0.0,109.03,NONE,NORMAL,NORMAL,0
COST-001301,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 20:00:00,38,357.65,150.41,70.67,133.5,3040.01,7.34,396.84,172.9,244.1,3861.19,4020.08,-158.89,-3.95,0.0,101.61,NONE,NORMAL,NORMAL,0
COST-001302,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 21:00:00,12,278.66,138.04,55.01,74.13,2368.61,4.08,342.97,164.89,279.58,3160.13,3019.33,140.8,4.66,140.8,263.34,NONE,NORMAL,LOW,0
COST-001303,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 22:00:00,9,284.12,138.03,46.62,63.65,2415.02,3.5,362.16,174.0,247.41,3202.09,3019.33,182.76,6.05,182.76,355.79,NONE,WARNING,LOW,0
COST-001304,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-15 23:00:00,9,265.23,110.76,51.35,72.25,2254.46,3.97,438.39,190.47,266.4,3153.69,3019.33,134.36,4.45,134.36,350.41,NONE,NORMAL,LOW,0
COST-001305,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-16 00:00:00,6,229.04,107.4,34.46,76.72,1946.85,4.22,429.23,175.53,262.51,2818.34,2619.54,198.8,7.59,198.8,469.72,NONE,WARNING,LOW,0
